mapblklot,analysis_neighborhood,SDB_2016_5Plus,Env_1000_Area_Height
0762026,Western Addition,1,1375.4809830799002
4080015,Mission,1,126.02556632281001
7138007,Oceanview/Merced/Ingleside,1,12.500031774527663
5557010,Bernal Heights,0,8.046001760338724
3737042,Financial District/South Beach,0,2733.1027751760225
7148071,Oceanview/Merced/Ingleside,0,3.2627651551836423
3763080,Financial District/South Beach,0,53.52003679331857
4940004A,Bayview Hunters Point,1,10.000892091709447
0279030,Nob Hill,1,41.363860039272375
4969007,Bayview Hunters Point,1,9.999952982798158
3547054,Mission,1,338.4891527127904
0792T001A,Hayes Valley,1,24.578035654465413
6274026,Excelsior,1,10.043321842289215
0808046,Hayes Valley,1,9.58061903299018
3970008,Mission,1,101.81291075158714
3730236,South of Market,1,40.86214256081505
3765023,Financial District/South Beach,0,3081.2928184353686
6054027,Portola,1,9.500123855649843
3640102,Mission,1,32.870373132355084
5336003,Bayview Hunters Point,1,12.692750516474513
6478011,Excelsior,1,12.471482739958006
4273034,Mission,1,9.940622075685859
0252026,Nob Hill,1,61.50495170250142
3729047,South of Market,0,8.437433607987746
6516046,Mission,1,21.843652288292983
5947002,Excelsior,1,9.973532323886218
0091060,Russian Hill,1,16.110029136497822
5462015,Bayview Hunters Point,1,13.80009506317628
3180498,West of Twin Peaks,1,578.9965724630521
3778046E,South of Market,1,22.387529979821107
0333018,Tenderloin,1,29.863888443707204
3779094,South of Market,1,16.515261516088767
5863020,Portola,1,15.606185450453046
3153036,Outer Mission,0,8.698105349505797
5428D044,Bayview Hunters Point,1,9.74874034098397
6464042,Excelsior,1,10.05590413395894
3774192,Financial District/South Beach,1,235.62839627511403
4028002,Potrero Hill,0,7.500089645758161
5959038,Excelsior,0,7.86680232879535
7064007,Outer Mission,0,5.010384255929639
6279003,Excelsior,1,10.070028001618299
6416A003,Excelsior,1,9.16087458020271
3533136,Mission,1,38.31000887978815
5956003,Excelsior,1,9.999983084870102
3554030,Mission,1,51.43508868247477
5987017,Portola,1,10.000025834281827
4262008,Mission,1,9.86204839253176
5746005B,Bernal Heights,0,5.569744773156729
5987022,Portola,1,11.999891645197565
6796017,Outer Mission,1,15.05463776484567
6062017,Portola,1,12.00031178442611
3736191,Financial District/South Beach,0,694.4400475776224
6951031,Outer Mission,1,19.263316505513075
6515026,Mission,1,13.19916519290967
3553063,Mission,1,69.35984779440098
0689033,Western Addition,1,632.2673653995618
5656005,Bernal Heights,1,10.068771907145065
0814023,Tenderloin,0,448.6166119641439
5381051,Bayview Hunters Point,1,9.300012705467545
3764198,Financial District/South Beach,1,73.15320602245887
5843019,Bernal Heights,1,96.13464165207014
3745012,Financial District/South Beach,0,3048.4129504637613
3794031,Mission Bay,1,128.85524394216856
3789028,Financial District/South Beach,1,1489.0587358117432
7118037,Oceanview/Merced/Ingleside,1,10.004049831621575
3750600,Financial District/South Beach,0,761.7878938818151
7076038,Oceanview/Merced/Ingleside,1,9.999965864547285
0712001,Western Addition,0,1046.023794788878
3730293,South of Market,1,131.20217924545176
4938024B,Bayview Hunters Point,1,10.053380043107701
5652015,Bernal Heights,0,7.253791339235066
6531046,Mission,1,12.628675801532111
4720100,Bayview Hunters Point,0,3.961485700110566
7114033A,Oceanview/Merced/Ingleside,0,7.677316705844797
9900001,Financial District/South Beach,1,1005.5206613188651
6422028,Excelsior,1,15.07237440633023
6394005,Excelsior,1,9.971276679886165
5387017,Bayview Hunters Point,1,9.999997290845723
6052010B,Portola,0,5.000028264766959
3648054,Mission,1,16.982012621922525
7029017,Outer Mission,0,8.635684957564399
3967049,Mission,1,118.07488900897138
4071019,Potrero Hill,1,10.73282740989102
0674026,Pacific Heights,1,15.878649584239309
4711059,Bayview Hunters Point,0,5.497582640102316
3532006,Mission,1,17.00011879064611
5688036,Bernal Heights,0,6.999987169867984
5520045,Bernal Heights,0,7.219078986593099
3780006,South of Market,1,214.38779243737753
7108033,Oceanview/Merced/Ingleside,1,25.44994126533393
0316002,Tenderloin,0,858.6184027068728
3767014,Financial District/South Beach,1,403.7113079406041
3752394,South of Market,1,245.43735912663857
7096B019,Outer Mission,0,6.553910211678326
6439003,Excelsior,1,17.311679594277788
6021031,Excelsior,1,14.959973829788336
3634049,Mission,1,11.40007260070703
5648031,Bernal Heights,0,6.999980805326149
5960024,Excelsior,0,7.500009401707905
5971009,Portola,1,10.026490753619466
5940027B,Excelsior,0,7.092340006005311
5407024,Bayview Hunters Point,0,5.932165077405901
6992029,Oceanview/Merced/Ingleside,1,10.000000803110597
6786014,Outer Mission,0,8.589699389222922
4162085,Potrero Hill,1,36.74956015135381
4145039,Mission,1,12.383057660487184
5322033,Bayview Hunters Point,1,9.9999825443031
0127029,Nob Hill,1,57.05802854092481
4942031,Bayview Hunters Point,1,10.009571276798798
4268003,Mission,1,9.940615571015728
5642013,Bernal Heights,0,7.500140723744677
4028004,Potrero Hill,0,7.500023998159146
4101019,Potrero Hill,1,9.997211043781808
6348015,Excelsior,1,9.99993163347177
3208A001W,Outer Mission,1,11.014641113615934
3751420,South of Market,1,58.481164700807895
3768090,Financial District/South Beach,1,250.29750257453557
5413016,Bayview Hunters Point,1,10.021855191925457
7005011,Oceanview/Merced/Ingleside,1,10.010024636643024
4107062,Potrero Hill,1,143.65517908123786
4970021,Bayview Hunters Point,1,10.025800082387478
3980057,Potrero Hill,1,60.97683578845628
6490014C,Excelsior,1,18.98545874722954
4147014,Mission,1,9.861992643450733
0148016,Chinatown,0,5.366408120476273
4720101,Bayview Hunters Point,0,3.934817259211438
3612068,Mission,1,12.250053023137058
7381161,Lakeshore,1,59.367826801000206
4106030,Potrero Hill,1,341.8304642014715
7085010,Oceanview/Merced/Ingleside,1,10.073917765629513
5956027,Excelsior,1,9.999935024189515
0063039,North Beach,0,7.227000863193332
0716012,Tenderloin,1,270.8002854630502
4008025,Potrero Hill,1,40.23356476871255
5411023,Bayview Hunters Point,1,9.999977611600361
0144034,North Beach,1,81.37649242115032
6005004,Excelsior,1,10.00001752780965
4146022,Mission,1,10.042920068897923
7094055,Oceanview/Merced/Ingleside,1,12.500030208349912
6094006A,Excelsior,1,10.000157016046794
6781014,Outer Mission,1,10.026659602027703
0146019,Chinatown,0,4.5459771000681695
0275B001,Nob Hill,1,245.80099234880566
7086015,Oceanview/Merced/Ingleside,1,10.077245145432821
6115040,Portola,1,39.96825344031524
5612012,Bernal Heights,0,6.9999946277712555
3615087,Mission,1,29.197183472978345
4152045,Mission,1,9.938082066604462
0688042,Japantown,1,132.213617887848
0724045,Western Addition,1,43.89758668146893
3746008,Financial District/South Beach,0,3016.2468886159686
0780034,Western Addition,1,388.06275533110227
5745026,Bernal Heights,1,10.059978194882882
4107002B,Potrero Hill,0,7.933558288705873
5879014,Portola,0,7.5000183242628164
4030013,Potrero Hill,1,10.000082719606837
3729161,South of Market,0,6.991967288790249
6119027,Portola,0,8.900035835728886
5410029,Bayview Hunters Point,1,9.972918141189297
8701004,Mission Bay,1,2746.5489841797566
3511180,Mission,1,9.317367461900036
3615083,Mission,1,16.981316982233142
7079005,Oceanview/Merced/Ingleside,1,10.069589396125565
5353B012B,Bayview Hunters Point,1,9.919741921516295
0260017,Financial District/South Beach,0,88.13592773697033
0209011,Chinatown,1,12.529776399881749
4791002A,Bayview Hunters Point,0,7.540560523623276
6309110,Visitacion Valley,1,11.138669615717374
3771004,Financial District/South Beach,0,451.87923344875236
4212018,Mission,1,15.072284496514476
7126A012,Oceanview/Merced/Ingleside,1,1302.5171870743127
0793104,Hayes Valley,1,45.08497515865107
0336003,Tenderloin,1,39.269626001543614
6450015,Excelsior,1,13.052976941043559
4106008,Potrero Hill,1,9.99991980317732
5523053,Bernal Heights,0,7.981221451433369
0300025,Nob Hill,1,254.6035159862666
5309029,Bayview Hunters Point,1,9.99989701500424
5413012,Bayview Hunters Point,1,10.028447204688954
5613010,Bernal Heights,0,7.186338123770335
6778026,Outer Mission,1,12.51414615027872
3716021,Financial District/South Beach,0,3013.947630462647
6404028,Excelsior,1,12.050817555096225
6467024,Excelsior,1,15.407272826367139
6990014,Oceanview/Merced/Ingleside,1,10.105711514782065
6344035,Excelsior,1,10.000053683357384
4214002,Mission,0,7.501546694285058
6499013,Excelsior,1,11.745888609493152
4070007,Potrero Hill,1,318.1252301270818
5435032,Bayview Hunters Point,1,10.000021037122984
5933002C,Portola,1,12.000009488774662
6362008,Visitacion Valley,0,5.500024107579393
6634040,Noe Valley,0,8.396517952492687
3755113,South of Market,0,7.999991336816086
0101031,Chinatown,1,44.01963466744497
3753169,South of Market,1,17.835268922062546
4273016,Mission,0,8.000029906825674
3728026,South of Market,0,8.843436889528498
5920003,Portola,1,16.032013099312437
3752192,South of Market,1,473.34362577657464
6235001B,Visitacion Valley,1,9.99985140417311
5936004,Excelsior,0,7.021244714398978
0754029,Western Addition,1,44.97152414233939
6449012,Excelsior,1,11.713115560899396
3594026,Mission,1,18.486933903066983
6462012,Excelsior,1,11.999991198194593
0807063,Hayes Valley,1,66.11138627719703
0236006,Financial District/South Beach,1,28.547668509427144
7015018,Oceanview/Merced/Ingleside,0,7.631603715731598
5713046,Bernal Heights,1,11.220501140950324
6247005,Visitacion Valley,1,10.000038104407107
3778004,South of Market,0,1870.251922936266
0685052,Japantown,1,94.8921309711721
0040012,North Beach,1,18.104360314323465
0288032,Financial District/South Beach,0,802.2066074017921
3833016,Mission Bay,1,818.0031449598525
3789858,Financial District/South Beach,1,244.547554518301
5326027,Bayview Hunters Point,1,10.000089807100533
3702045,South of Market,1,108.80788976039612
3773577,Financial District/South Beach,1,1284.181884230961
4274002,Mission,1,10.472139115030496
7114028,Oceanview/Merced/Ingleside,1,11.999101964612763
0768021,Western Addition,1,34.50005188042793
5290002,Bayview Hunters Point,0,8.999983153802576
5979026,Portola,1,12.007166380271723
5933037,Portola,1,10.000072658416304
6421006,Excelsior,1,15.58265909805105
5635027,Bernal Heights,1,44.18433026950476
0336002,Tenderloin,1,77.62846656139976
5404048,Bayview Hunters Point,1,18.690821016197173
4089043,Mission,0,7.109328695534306
7092026,Oceanview/Merced/Ingleside,1,9.000062382434553
4078031,Mission,1,16.038141057469794
3757085,South of Market,1,100.11721593259996
0281016,Nob Hill,1,31.808738557570535
6120012B,Portola,1,10.000038732772019
6309031D,Visitacion Valley,1,17.329544445022243
6519034,Mission,1,15.312599555117222
7016043,Oceanview/Merced/Ingleside,1,9.968393531891966
4084049,Mission,1,49.800464405353146
6480013,Excelsior,1,11.86144919362829
5682002,Bernal Heights,1,10.591656474369389
5978033,Portola,0,8.208716308267666
6092020,Excelsior,1,9.999975445234456
6465032,Excelsior,1,9.917444220434232
4283B078,Potrero Hill,0,4.63971087968482
0832031,Hayes Valley,1,19.369962331671335
4216002,Potrero Hill,1,320.89466183068316
3755117,South of Market,0,7.500003964042397
6197001,Visitacion Valley,1,10.139702108302835
6529012B,Mission,1,14.85005066726512
3722083,Financial District/South Beach,0,192.71423788746998
6112006,Portola,1,11.942645765942576
3755249,South of Market,0,8.00001858988002
5339006,Bayview Hunters Point,1,10.000034635744992
0265003,Financial District/South Beach,0,813.6351438723216
5642031,Bernal Heights,0,7.199989230117811
4102072,Potrero Hill,1,128.00141989153616
5657010,Bernal Heights,0,8.600037341775145
5938003,Excelsior,1,12.000056007630603
5505023,Bernal Heights,0,7.931494674167062
6172028,Portola,1,28.27285375799322
6803018,Outer Mission,0,7.68495812268745
6410024,Excelsior,1,76.79785182030912
0256T001M,Nob Hill,1,22.343917674551015
6968062,Outer Mission,1,10.494754758172053
3773291,Financial District/South Beach,1,498.2809719256629
0663012,Pacific Heights,1,15.124993851686089
4993018,Bayview Hunters Point,1,9.999925113244464
4336007,Mission,1,9.600080488094873
4041011,Potrero Hill,1,154.33688060617067
8954006,Treasure Island,1,356.48762612786174
6692049,Bernal Heights,0,7.833137094012656
5529043,Bernal Heights,1,13.994611432577505
3731099,South of Market,1,16.70452878791081
0041008,North Beach,0,5.500115603146967
3145049,Outer Mission,1,12.448347346465496
4028006,Potrero Hill,1,10.000026072318137
3977005C,Potrero Hill,1,10.000100740282589
3787052,South of Market,1,358.2568958536187
7381077,Lakeshore,0,4.453326512809982
7090011,Oceanview/Merced/Ingleside,1,10.043964029380003
5686021,Bernal Heights,0,6.999953018070156
0677072,Pacific Heights,1,110.46868488835587
6784034,Outer Mission,1,30.000008636597947
6997028,Oceanview/Merced/Ingleside,1,9.999983094238358
3574092,Mission,1,15.422823505193557
5654015,Bernal Heights,1,11.577993121847763
3617118,Mission,1,10.680314520258868
3505054,Mission,1,20.41805291385038
6794020,Outer Mission,1,12.977451769845938
0342042,Tenderloin,1,412.23372765031047
6339001E,Excelsior,1,9.999979005497764
3589162,Mission,0,6.20311168200789
0059005,Financial District/South Beach,1,614.4658082576716
3553101,Mission,1,82.00334090767541
0665018,Western Addition,1,19.499965925697765
7032A019,Outer Mission,1,10.399987568539595
5382043,Bayview Hunters Point,1,9.577494512380483
6165014,Visitacion Valley,1,9.867271517604859
6568021,Mission,1,9.99999378545465
3953006,Mission Bay,1,144.0001072663885
7006045,Oceanview/Merced/Ingleside,0,8.85497663430674
4991675,Bayview Hunters Point,1,37.430406451579735
3786263,South of Market,1,215.79809371689876
5378035,Bayview Hunters Point,1,10.000046596134133
3777107,South of Market,1,78.56067995195716
3794077,Mission Bay,1,451.1746332388114
6162017,Portola,0,7.581404064661578
6472030,Excelsior,1,39.30008399487808
5520043,Bernal Heights,1,11.590827255093874
4101065,Potrero Hill,1,195.00116873765475
7147015,Oceanview/Merced/Ingleside,1,25.999953763071254
0161041,Chinatown,1,103.8112012731707
6396016,Excelsior,1,9.942901494036105
3570097,Mission,1,71.07927699563497
3211008A,Outer Mission,0,6.589972545652616
0166009,Financial District/South Beach,1,170.02506050865927
7130030,Oceanview/Merced/Ingleside,1,9.99997845886275
3786161,South of Market,1,107.34673838858016
4224006,Potrero Hill,1,10.000040200525685
7079012,Oceanview/Merced/Ingleside,1,10.056593922930096
6248027,Visitacion Valley,1,12.344273762725123
3774150,Financial District/South Beach,1,72.2695502280881
5428E020,Bayview Hunters Point,1,9.747011346177251
6250022,Visitacion Valley,1,10.00022768945872
0270006,Financial District/South Beach,1,26.73163668834784
4069015,Potrero Hill,1,10.000051295913284
3640056,Mission,1,12.739991164993219
6022018,Excelsior,1,14.999968548691182
3788131,Financial District/South Beach,1,136.78107389323486
3779120,South of Market,1,54.15818885722272
4591B050,Bayview Hunters Point,0,2.3489245354192625
3773010,Financial District/South Beach,1,505.4724569642882
4084008,Mission,1,10.385477198069916
7159008,Outer Mission,1,9.99387043554425
7064A013,Outer Mission,0,8.595735567835131
4334021,Mission,1,54.09563979948631
6297028,Visitacion Valley,1,22.747922139924583
0151001,Nob Hill,0,5.554012953047293
3995105,Potrero Hill,1,52.53181408705797
0767003,Western Addition,1,67.39215411495101
3574070,Mission,1,15.312412908859642
0749019,Western Addition,1,214.2512047168803
7029A007,Outer Mission,1,9.54101588623132
4591A013,Bayview Hunters Point,1,444.85553427765944
6362009,Visitacion Valley,0,5.499935269774516
5544022,Bernal Heights,0,7.500025750665655
7020029,Oceanview/Merced/Ingleside,1,11.259972453884778
3554043,Mission,1,15.08341097200746
7044B009,Outer Mission,0,8.807178633793452
3511128,Mission,0,8.499500857627499
3703248,South of Market,1,110.58040979963437
6967012,Outer Mission,1,12.000612751852959
6998038,Oceanview/Merced/Ingleside,1,10.000071435962433
5936013,Excelsior,1,11.995803142786338
5610025,Bernal Heights,0,7.0000384128751225
4161075,Potrero Hill,1,10.048765767803772
7019033,Oceanview/Merced/Ingleside,1,11.259938718079999
3784025,South of Market,1,11.440167297710103
5895001,Excelsior,1,11.000022651829218
6021005,Excelsior,1,10.01762361869258
6596001B,Bernal Heights,1,9.667258401114037
0665009,Western Addition,1,39.25974481051874
0039058,North Beach,1,26.098460098278544
6319001C,Visitacion Valley,0,8.025001108814802
6282011,Excelsior,1,10.000274065434368
7167008,Outer Mission,1,10.000515404781806
3751523,South of Market,1,54.40090961542353
7029003A,Outer Mission,1,9.531875814367497
7318001,Lakeshore,1,777.5164859218595
5326021,Bayview Hunters Point,1,10.000002976374224
5867031,Excelsior,0,8.423889662473357
3573046,Mission,1,100.42885276548027
3768136,Financial District/South Beach,1,243.91128807298705
5841012A,Bernal Heights,0,8.95715576198148
6596013B,Bernal Heights,1,10.300037125426192
3632013,Mission,1,42.66200946554082
5701025,Bernal Heights,0,6.898635057061684
0287008,Financial District/South Beach,1,28.693116320337943
6524035,Mission,1,11.233727575389238
3567030,Mission,1,13.540874006288993
0254080,Nob Hill,1,30.50398223197201
6993019,Oceanview/Merced/Ingleside,1,9.999915385445426
4645019,Bayview Hunters Point,1,29.999960618119314
7009034,Oceanview/Merced/Ingleside,1,10.000058412787718
5898005,Excelsior,1,9.800052764099723
6017001,Excelsior,1,9.98336470674846
3949005,Mission Bay,1,728.7157986050668
5918002,Portola,1,11.999845321974455
3511111,Mission,1,15.683204476080467
5068002C,Visitacion Valley,1,10.05569237309766
4967014,Bayview Hunters Point,1,20.0776336424913
6482041,Excelsior,0,7.13277612728079
4335001F,Mission,1,10.000095046340732
3775058,Financial District/South Beach,1,9.475222301081692
7017037,Oceanview/Merced/Ingleside,1,11.250092498025419
3762139,South of Market,1,24.774354993003417
3633074,Mission,1,11.40654762498205
5988024,Portola,1,13.499942236461077
6423136,Excelsior,1,854.4426966960248
4936020,Bayview Hunters Point,1,72.79993944454961
0340017,Tenderloin,1,106.21720046482376
5404060,Bayview Hunters Point,1,17.159071122187722
3956011,Mission Bay,1,158.12875556172435
3609085,Mission,0,6.443705520658648
5720035,Bernal Heights,1,10.592470623333664
4045008,Potrero Hill,1,61.74786989251993
4263009,Mission,1,10.000021752156787
0662055,Pacific Heights,1,15.124950439566826
4991423,Bayview Hunters Point,1,289.2197845709243
6086013C,Excelsior,1,10.008380949926124
5922027,Portola,0,8.457208622193548
4274044,Mission,1,9.333247005089266
4086002,Mission,1,10.000028109934764
6018002,Excelsior,1,9.999927025167064
5946018,Excelsior,1,9.979427293400807
7094022A,Oceanview/Merced/Ingleside,1,10.000121550264172
0837095,Hayes Valley,1,56.14905041643053
3708175,Financial District/South Beach,0,535.2186606865571
6008033,Excelsior,1,9.999984552302701
4969052,Bayview Hunters Point,1,20.05190595018831
5933024,Portola,1,12.000041928203832
0839005B,Hayes Valley,1,9.380471593682415
5917020,Portola,0,7.118681501376818
3740036,Financial District/South Beach,0,1646.5140640487734
5887004,Excelsior,1,9.282341647239504
4098002B,Potrero Hill,1,11.0920816032685
0779091,Western Addition,1,165.04621692569174
3776153,South of Market,1,537.5146260666669
3751175,South of Market,1,636.2305164464896
6281033,Excelsior,1,9.999909155302877
5721049,Bernal Heights,1,10.00025880154867
6112024,Portola,0,7.00000919592758
6121015,Portola,1,12.000044468919253
4104041,Potrero Hill,1,10.05374925259464
3647057,Mission,1,13.926120293478496
5948008C,Excelsior,1,9.999973097604911
6567037,Mission,0,4.14400059277433
3636037,Mission,1,22.43791405057491
4052003,Potrero Hill,1,179.00780043102165
6965B026,Outer Mission,0,7.736975321127666
6171033,Portola,1,13.439959293448686
7040B002,Outer Mission,1,10.400114069383882
5069015,Bayview Hunters Point,1,10.72005700131773
6374037,Visitacion Valley,1,9.032502920302461
3703201,South of Market,1,70.20579841362886
5720065,Bernal Heights,1,9.613452268521
3962015,Mission,1,95.6251817032895
3794021,Mission Bay,1,154.4220388507866
3785233,Mission Bay,1,90.3186469609864
6795A008,Outer Mission,1,11.58814381491145
3948004,Mission Bay,1,37.869448118487526
3639039,Mission,1,89.28611284098125
5335A060,Bayview Hunters Point,0,5.699513710928915
0837068,Hayes Valley,1,16.499899518744503
6954040,Outer Mission,1,205.95082069724648
0693019,Tenderloin,1,17.697814617321512
7005019,Oceanview/Merced/Ingleside,0,7.50004840257173
6092021A,Excelsior,1,9.99994116515931
0700027,Japantown,1,102.67306954357613
7381185,Lakeshore,1,43.36147902333679
4069028,Potrero Hill,1,10.000009454384736
3576092,Mission,1,25.066879466134793
5864012,Portola,1,14.410280236699396
4009008L,Potrero Hill,1,9.999992819546797
3505023,Mission,0,8.28838959398223
4281A023,Potrero Hill,1,10.000035364086965
7106030,Oceanview/Merced/Ingleside,1,12.465037269573044
3633003,Mission,1,11.400071126600016
5254008,Bayview Hunters Point,1,15.000016076314916
5718028,Bernal Heights,1,10.158488308006524
6568040,Mission,1,42.19896835059576
3703101,South of Market,1,129.31243628939126
5742028A,Bernal Heights,0,0.11063607660092542
3736A001,Financial District/South Beach,0,1241.3573632365626
3146010,Outer Mission,1,14.431023788795908
0171018,Financial District/South Beach,0,2302.6319876975144
0311016,Financial District/South Beach,0,323.68422183518317
4104057,Potrero Hill,0,7.648236547541879
3984020,Potrero Hill,1,9.999950339837804
0834032,Hayes Valley,1,110.84357842407198
0052041,North Beach,1,178.6507395081315
3787166,South of Market,1,102.49361479034678
7044B026,Outer Mission,0,8.753129539429363
0816009,Hayes Valley,1,49.77247655881658
6781018E,Outer Mission,0,6.3626394675943825
6273024B,Excelsior,1,10.05141029326674
5549090,Bernal Heights,0,8.996666340042633
5940027A,Excelsior,0,7.092370867600607
6991039,Oceanview/Merced/Ingleside,1,10.000077986975686
6279001,Excelsior,0,5.160248202672062
1522039,Outer Richmond,1,12.142778600346434
0814251,Tenderloin,0,309.9996974752133
5730014,Bernal Heights,0,6.999964123168215
5946019,Excelsior,1,9.977133827587677
4075020,Potrero Hill,1,9.999961059836911
6571011,Mission,1,76.545332441006
3752109,South of Market,1,46.92338479654243
6967020,Outer Mission,1,11.613408685145346
5676022,Bernal Heights,1,9.856948788766053
6011020,Excelsior,1,9.99997402740172
7009019,Oceanview/Merced/Ingleside,0,7.406286740428529
3642021,Mission,1,13.749975542365144
4102021,Potrero Hill,1,9.999990038998178
3749187,Financial District/South Beach,1,130.53259209611247
4098041,Potrero Hill,1,9.699989815413026
4081075,Mission,1,12.675013712014106
5908028,Excelsior,1,11.999941090809523
7129039,Oceanview/Merced/Ingleside,0,7.735487766556625
7069049,Oceanview/Merced/Ingleside,1,12.410152267917434
0774022,Western Addition,1,25.079955242757798
6485036,Excelsior,1,9.928947339543667
5649011,Bernal Heights,0,7.1123109261275514
5647024,Bernal Heights,0,7.000036699400601
3545040,Mission,1,12.500062056585126
7056010,Oceanview/Merced/Ingleside,1,18.609383579058303
6489024,Excelsior,1,15.19368609063979
6526036,Mission,1,9.711544790909766
0115055,North Beach,1,12.548358912835326
5670030,Bernal Heights,0,7.227547369643199
3595032,Mission,1,12.578631326680256
0212045,Nob Hill,1,14.122737856351662
6516025,Mission,1,31.285565950390424
6345003,Excelsior,1,9.9999835831146
7070031,Oceanview/Merced/Ingleside,1,10.00003899282641
7017017,Oceanview/Merced/Ingleside,1,11.138184305506593
3735065,Financial District/South Beach,0,413.86962740958097
3707064,Financial District/South Beach,0,535.9578586507971
7037015,Oceanview/Merced/Ingleside,1,10.350087372095116
6233043,Visitacion Valley,1,10.07648307888706
0167010,Financial District/South Beach,0,2463.627505083697
6530043,Mission,1,25.849896922533695
5870025,Excelsior,1,10.999922831045009
5921021,Portola,1,9.000062751134575
4052006,Potrero Hill,1,81.57726747801016
